"ORDERTYPE","CHANNELID","SALESCHANNEL","SALESPERSON","CREATIONDATE","STOREID","SUBSALESCHANNEL"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:13:09,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:12:49,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:11:43,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:11:22,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:10:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:10:51,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:09:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:08:55,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:08:48,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:07:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:07:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:06:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:06:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:06:03,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:06:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:05:59,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:05:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:05:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:04:56,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:04:25,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:04:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:03:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:03:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:03:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:02:55,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:02:26,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:02:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/06/2023 03:01:46,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/06/2023 03:01:38,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",27/06/2023 01:00:57,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",26/06/2023 20:09:53,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",26/06/2023 20:07:17,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",26/06/2023 07:37:29,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 03:14:43,"","Care"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:10:04,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:09:57,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:09:39,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:09:13,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 03:08:54,"","Care"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:07:46,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:06:58,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",26/06/2023 03:06:53,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",26/06/2023 03:06:38,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:05:57,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:05:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:05:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:05:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:04:57,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",26/06/2023 03:04:55,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:04:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/06/2023 03:02:32,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 02:45:56,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 02:40:06,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 02:00:21,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 01:46:34,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 01:33:41,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 01:27:54,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",26/06/2023 01:14:45,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",25/06/2023 23:57:40,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",25/06/2023 23:35:39,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",25/06/2023 23:01:59,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/06/2023 22:48:02,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",25/06/2023 20:14:51,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",25/06/2023 20:12:39,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/06/2023 20:11:35,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/06/2023 14:34:03,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/06/2023 03:59:45,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/06/2023 03:45:35,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",23/06/2023 03:43:39,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",23/06/2023 03:38:42,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/06/2023 03:38:06,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:13:03,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:13:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:12:50,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:12:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:12:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:12:35,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:12:19,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:12:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:12:09,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:11:48,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:11:37,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:11:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:11:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:11:05,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:10:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:10:45,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:10:18,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:10:10,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:09:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:08:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:08:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:07:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:07:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:06:30,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:06:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:06:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:05:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:05:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:04:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:03:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/06/2023 03:03:20,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:02:56,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:02:27,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:02:27,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/06/2023 03:01:44,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",23/06/2023 02:56:43,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/06/2023 00:51:03,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/06/2023 00:11:50,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/06/2023 00:09:58,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/06/2023 00:08:08,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/06/2023 00:06:13,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/06/2023 22:51:39,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",22/06/2023 22:51:32,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",22/06/2023 22:45:30,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",22/06/2023 22:14:12,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",22/06/2023 22:12:06,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",22/06/2023 22:11:01,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",22/06/2023 04:48:55,"491","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:11:07,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:11:06,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",22/06/2023 03:10:41,"491","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",22/06/2023 03:10:37,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:09:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",22/06/2023 03:08:28,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",22/06/2023 03:07:59,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:06:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",22/06/2023 03:05:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:04:27,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",22/06/2023 03:03:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:03:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:03:30,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:03:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/06/2023 03:02:43,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",22/06/2023 00:02:10,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",21/06/2023 23:57:09,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",21/06/2023 23:56:30,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",21/06/2023 22:38:29,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",21/06/2023 22:26:20,"7806","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",21/06/2023 21:51:13,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",21/06/2023 19:50:52,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",21/06/2023 05:36:07,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",21/06/2023 05:28:07,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",21/06/2023 03:12:42,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:12:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:10:19,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:10:15,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",21/06/2023 03:10:06,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:09:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:09:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:08:35,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:07:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:07:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:04:57,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:04:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",21/06/2023 03:04:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:03:55,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:03:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:03:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/06/2023 03:02:52,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",20/06/2023 23:38:26,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",20/06/2023 23:36:27,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/06/2023 23:35:45,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",20/06/2023 19:57:42,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/06/2023 19:48:18,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",20/06/2023 07:22:11,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",20/06/2023 03:15:19,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/06/2023 03:14:44,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:12:10,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:12:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:11:39,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/06/2023 03:11:35,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:11:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:09:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:09:20,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:09:07,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:08:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:07:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:07:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:06:45,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:06:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:04:48,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:04:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/06/2023 03:03:45,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:02:36,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:02:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:02:09,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:02:00,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/06/2023 03:01:37,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/06/2023 02:08:46,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",19/06/2023 19:30:03,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",19/06/2023 19:25:17,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",19/06/2023 19:21:11,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",19/06/2023 14:46:50,"7806","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:01:38,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:37,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:01:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:01:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:26,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:24,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:01:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:01:14,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:08,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:07,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:01:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:01:01,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:00:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:00:55,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:00:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 12:00:45,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 12:00:17,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:59:09,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:46:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:46:18,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:46:16,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:46:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:43:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:43:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:41:57,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:39:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:33:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:33:18,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:24:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:24:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:24:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:24:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:20:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:20:23,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:12:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 11:11:51,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:07:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:07:50,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:04:50,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 11:00:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 10:56:11,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 10:56:09,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 10:42:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 10:42:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 03:23:35,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",19/06/2023 03:11:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 03:10:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 03:10:43,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/06/2023 03:10:42,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/06/2023 03:09:59,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",18/06/2023 23:52:11,"8100","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",18/06/2023 23:34:55,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",18/06/2023 20:08:55,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",18/06/2023 20:06:49,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",18/06/2023 20:05:38,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/06/2023 03:19:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/06/2023 03:19:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/06/2023 03:18:59,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",16/06/2023 03:14:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",16/06/2023 03:14:30,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/06/2023 03:10:22,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/06/2023 03:10:16,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/06/2023 03:10:15,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",16/06/2023 03:05:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",16/06/2023 03:04:31,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",16/06/2023 01:28:22,"4683","Full Service"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",15/06/2023 23:30:53,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",15/06/2023 23:27:44,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",15/06/2023 19:53:20,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",15/06/2023 19:51:21,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",15/06/2023 19:50:44,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",15/06/2023 03:05:53,"","Back Office and Support"
